__id,data_loaded_at,the_geom,analysis_neighborhood,supervisor_district,cultural_districts,number_of_districts,longitude,latitude,zip_code,street_address_or_intersection,location_description,current_location,facility,media_support,medium,display_dimensions,display_title,credit_line,artist,accession_number,data_as_of,creation_date
row-h5vu-t2ta.jime,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.436256275 37.76048502),Castro/Upper Market,08,Castro LGBTQ Cultural District,1,-122.4362563,37.76048502,94114,100 Collingwood Street,External Columns,Public Display,Eureka Valley Recreation Center,cast concrete on concrete,cast concrete,15 1/2 x 15 1/2 x 1 in.,Welcome Hands,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Eureka Valley Recreation Center,"Saulls, Vicki",2006.4.d,2024-04-17T12:53:50.300,2005
row-mx5s.7dnr.egwn,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.49827405 37.750999867),Sunset/Parkside,04,Sunset Chinese Cultural District,1,-122.4982741,37.75099987,94116,3223 Ortega Street,Main Entrance Courtyard,Public Display,Ortega Library,"Glass mosaic, concrete and steel","Glass mosaic, concrete and steel",variable,Abundance,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library Ortega Branch,Wowhaus,2011.130.a-b,2024-04-17T12:53:50.300,2011
row-chk7.3a9r-b4f8,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.47591421 37.73837121),Sunset/Parkside,04,Sunset Chinese Cultural District,1,-122.4759142,37.73837121,94116,2695 19th Avenue,Natatorium,Public Display,Sava Pool,Photographic print on porcelain enamel on concrete,Photographic print on porcelain enamel,21 1/2 x 94 x 1 in.,"Swimmer's Waves [column B, row 1]",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Charlie Sava Pool,"Wagner, Catherine",2008.10.b,2024-04-17T12:53:50.300,2008
row-sqc8~eddr.gwyv,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.47591421 37.73837121),Sunset/Parkside,04,Sunset Chinese Cultural District,1,-122.4759142,37.73837121,94116,2695 19th Avenue,Natatorium,Public Display,Sava Pool,Photographic print on porcelain enamel on concrete,Photographic print on porcelain enamel,21 1/2 x 94 x 1 in.,"Swimmer's Waves [column B, row 8]",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Charlie Sava Pool,"Wagner, Catherine",2008.10.x,2024-04-17T12:53:50.300,2008
row-5tsg.zzg8_m6sy,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.39582427 37.794335965),Financial District/South Beach,03,,0,-122.3958243,37.79433596,94105,5 The Embarcadero,,Public Display,Embarcadero Plaza,"Onyx, steel on concrete","Onyx, steel",100 x 480 x 30 in.,Abraham Lincoln Brigade National Monument,Collection of the City and County of San Franisco; Gift of the Abraham Lincoln Brigade Archives (ALBA),"Chamberlain, Ann and Hood, Walter",2008.3,2024-04-17T12:53:50.300,2007-2008
row-u2dr~kyja.2pek,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Arrivals, BA/A",SFO,International Terminal,Cast fiberglass,Cast fiberglass,"19' di X 14' 5 D dome; 16' di floor; 612' 2"" sections tile 42 1/2"" L X 30.9"" H",You Were in Heaven,Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco.,"Preston, Ann",2000.12,2024-04-17T12:53:50.300,2000
row-bq6z.b7vm~heqk,2024-04-25T13:55:19.101,,,,,0,,,94132,Stern Grove Entry Road & Wawona Street,"Stern Grove Park, Stern Grove Entry Rd.",Public Display,Trocadero Clubhouse,Stained glass on wood,Stained glass,40 x 30 in.,Stern Grove Trocadero Clubhouse [second floor window],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,"Kogure, Kimiko",1987.44.n,2024-04-17T12:53:50.300,1987
row-hhp8-8zhx_58a4,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.418939256 37.781115677),Tenderloin,05,,0,-122.4189393,37.78111568,94102,525 Golden Gate Avenue,Exterior Of Building,City Agency,Headquarters,"Stainless steel, polycarbonate panels, neodymium magnets, electrical reed switches, LED lighting","Stainless steel, polycarbonate panels, neodymium magnets, electrical reed switches, LED lighting",2094  x 270  x 2 1/2 in.,Firefly,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Public Utilities Commission,"Kahn, Ned",2014.5,2024-04-17T12:53:50.300,2012
row-faq8~6g63~w3tp,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.440837207 37.73186574),West of Twin Peaks,07,,0,-122.4408372,37.73186574,94131,236 Monterey Boulevard,Garden Walkways,Public Display,Sunnyside Conservatory,Bronze on concrete,Bronze,3 1/4 x 3 1/2 x 3/4 in.,Sunnyside Menagerie [glyphies],Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Wowhaus,2009.7.20,2024-04-17T12:53:50.300,2009
row-886n_sizh.j5dv,2024-04-25T13:55:19.101,,,,,0,,,94131,375 Laguna Honda Boulevad,Link Building Level 1,City Agency,Laguna Honda Hospital,cotton thread tapestry,cotton thread tapestry,,[Currently Untitled],Collection of the City and County of San Francisco,"deSoto, Lewis",2011.14.15,2024-04-17T12:53:50.300,2004-2009
row-z6re~s238-9qi3,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.426100535 37.781108703),Western Addition,05,,0,-122.4261005,37.7811087,94102,1011 Turk Street,Exterior Facade Facing Golden Gate Ave.,Public Display,Emergency Operations Center,"Cast concrete, GFRC tile and resin, mixed media, found objects.","Cast concrete, GFRC tile and resin, mixed media, found objects.",84 x 815 x 1 1/2 in.,Angels of Mercy,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Emergency Operations Center,"Riley, Cheryl",1999.7.a-i,2024-04-17T12:53:50.300,1999
row-6rr8.bd2a_7jy6,2024-04-25T13:55:19.101,,,,,0,,,94128,,"BA/A, Gate A7",SFO,International Terminal,Mosaic tile,Mosaic tile,19 1/2' H X 19 1/2' W,Waiting,Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco.,"Mandel, Mike and Sultan, Larry",1999.13,2024-04-17T12:53:50.300,1999
row-68ya_w4fw-d57y,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.46805196 37.781865876),Inner Richmond,01,,0,-122.468052,37.78186588,94118,351 9th Avenue,,Public Display,Richmond Public Library,"Epoxy bronze, porcelain enamel, concrete and steel","Epoxy bronze, porcelain enamel, concrete and steel",36  x 50  x 50 in.,Touching Earth,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the San Francisco Public Library Richmond Branch,"Donahue, Scott",2010.5.1-2,2024-04-17T12:53:50.300,2010
row-b72x_f8rd_yj3b,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404930993 37.755587994),Mission,10,,0,-122.404931,37.75558799,94110,1001 Portrero Avenue,Acute Care Unit Roof Garden,City Agency,San Francisco General Hospital,Granite,Granite,48 x 28 x 2 in.,Breath Between Sky and Ocean [Paver],Collection of the City and County of San Francisco,"Nagase, Masayuki",2016.11.c.1,2024-04-17T12:53:50.300,2015
row-a26a~sf3s_nkcb,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.420122743 37.796099514),Russian Hill,03,,0,-122.4201227,37.79609951,94109,Broadway & Larkin Street,Roof Deck Of Clubhouse,Public Display,Helen Wills Playground,"Steel, fiberglass, patina, lighting","Steel, fiberglass, patina, lighting",144 x 36 x 36 in.,"Earth, Fire, and Water",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Helen Wills Playground,"Blackstone, Amy",2005.7.c,2024-04-17T12:53:50.300,2005
row-rs5k.5qkb.5p9w,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404930993 37.755587994),Mission,10,,0,-122.404931,37.75558799,94110,1001 Portrero Avenue,Acute Care Unit Floor 2,City Agency,San Francisco General Hospital,Ceramic and glass mosaic tile,Ceramic and glass mosaic tile,66 x 87 in.,Circular Path,Collection of the City and County of San Francisco,"Wolff, Lena",2016.16,2024-04-17T12:53:50.300,2015
row-vamk-dez2~uj48,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.468802364 37.771431416),Golden Gate Park,07,,0,-122.4688024,37.77143142,94118,50 Hagiwara Tea Garden Drive,Southeast Of De Young Museum,Public Display,Golden Gate Park,Bronze on granite,Bronze,84  x 32  x 32 in.,Sun Dial,Collection of the City and County of San Francisco; Gift of the National Society of Colonial Dames in California,"Cummings, M. Earl",1907.1,2024-04-17T12:53:50.300,1905
row-5tmb.eg2r~x9ta,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.506730651 37.735474694),Sunset/Parkside,07,,0,-122.5067307,37.73547469,94116,Sloat Boulevard & Great Highway,Mother'S Building,Public Display,San Francisco Zoo,Egg tempera,Egg tempera,,Noah and His Ark,Collection of the City and County of San Francisco; Works Progress Administration Mural Project for the Mothers' House at the Fleishhacker Zoo,"Puccinelli, Dorothy Wagner and Forbes, Helen",1936.4.a-d,2024-04-17T12:53:50.300,1934
row-xvgj~d3ur.she4,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.391534557 37.732436852),Bayview Hunters Point,10,African American Arts & Cultural District,1,-122.3915346,37.73243685,94124,3rd Street & Revere Avenue,3Rd St. And Revere Avenue,Public Display,3rd Street Light Rail,"Granite, ceramic tile on concrete","Granite, ceramic tile",varies,Untitled (Paving inserts),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,"Hayes, Frederick, JoeSam and Washington, Horace",2007.22.3.a-t,2024-04-17T12:53:50.300,2006
row-z5ey~867w.w2gj,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.385312098 37.752337296),Bayview Hunters Point,10,,0,-122.3853121,37.7523373,94107,601 25th Street,Metro East Vehicles Operation and Maintenance Fac building windows,Public Display,Metro East Vehicles Operation and Maintenance Fac,Laminated glass,Laminated glass,32  x 228 in.,Blueprints,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Metro East Vehicles Operation and Maintenance Facility,"Margrill, Anita and Nagasawa, Nobuho",2008.2.a-b,2024-04-17T12:53:50.300,
row-q8wr-pvfd_ym9d,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.4488866 37.733073657),West of Twin Peaks,07,,0,-122.4488866,37.73307366,94127,Foerster Street & Mangels Avenue,Courtyard Ramp,Public Display,Sunnyside Playground,Painted stainless steel,Painted stainless steel,33 1/2 x 66 x 1/4 in.,Solar Sight,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Sunnyside Playground,"Kennedy, Deborah",2008.1.d,2024-04-17T12:53:50.300,2007
row-ir9u-f9fb~iffv,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.506730651 37.735474694),Sunset/Parkside,07,,0,-122.5067307,37.73547469,,Sloat Blvd. at Great Hwy.,Mother'S Building South Wall,Public Display,San Francisco Zoo,Egg tempera,Egg tempera,132 x 337 in.,Noah and His Ark (The Landing of the Ark),Collection of the City and County of San Francisco; Works Progress Administration Mural Project for the Mothers' House at the Fleishhacker Zoo,"Forbes, Helen",1936.4.c,2024-04-17T12:53:50.300,1934
row-3sic~7dgt-eyf3,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.406595331 37.803636952),North Beach,03,,0,-122.4065953,37.80363695,94133,Lombard Street & Telegraph Hill Boulevard,,Public Display,Telegraph Hill,Bronze on granite,Bronze,Approx. 8' h x 8' w,Guglielmo Marconi (1874-1937) Memorial Plaque,Collection of the City and County of San Francisco,"Puccinelli, Raymond (Raimondo)",1938.2,2024-04-17T12:53:50.300,1938
row-9fdj.wbzp-95gr,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.506730651 37.735474694),Sunset/Parkside,07,,0,-122.5067307,37.73547469,94132,Sloat Boulevard & Great Highway,Main Entrance,Public Display,San Francisco Zoo,Cast bronze,Cast bronze,43  x 81  x 31 in.,Tiger II,Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for the San Francisco Zoo,"Murrill, Gwynn",2002.6,2024-04-17T12:53:50.300,2002
row-vvm7~qxdk-7pfu,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Departures Lobby, Level 2; BA/D",SFO,Terminal 2,Powder coated steel tubing; greenhouse shade cloth,Powder coated steel and shade cloth,288 in. x 288 in. x 192 in.,Topograph I and II,Commissioned by the San Francisco Arts Commission and the Airport Commission for San Francisco International Airport,"Buster, Kendall",2011.5,2024-04-17T12:53:50.300,2011
row-hgmn.qed3_7yev,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.409553853 37.798380513),Chinatown,03,,0,-122.4095539,37.79838051,94133,735 Vallejo Street,Building Facade,Public Display,North Beach Garage,Porcelain enamel on steel,Porcelain enamel,24 x 24 in.,Photos of People from the Neighborhood Enlarged and Attached to the Building,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the North Beach Parking Garage,Jon Rubin and Harrell Fletcher,2002.2.1.c,2024-04-17T12:53:50.300,2002
row-hbt2.stcw-a43z,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.405672002 37.806678579),North Beach,03,,0,-122.405672,37.80667858,"94133, 94105, 94111",The Embarcadero & Bay Street,Between Piers 33 And 38; Pier 33 The Embarcadero to 801 The Embarcadero Pier 38 between Bay Street and Townsend Street,Public Display,Embarcadero,"Concrete, glass blocks, fiber optic cables","Concrete, glass blocks, fiber optic cables",2.5 miles x 5 ft.,Promenade Ribbon,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Waterfront Project,"Acconci, Saitowitz and Soloman",1995.18,2024-04-17T12:53:50.300,1995
row-enr2_h857_bf4x,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.435081764 37.78439806),Japantown,05,,0,-122.4350818,37.78439806,94115,1900 Geary Boulevard,Exterior Upper Facade,Public Display,Hamilton Recreation Center,"Glazed ceramic tile, glass","Glazed ceramic tile, glass",48 x 1560 x 404 in.,Untitled,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Hamilton Recreation Center,"Washington, Horace",2014.147.a-i,2024-04-17T12:53:50.300,2009
row-5rdh.dvvi-7p5y,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.410212312 37.787507808),Tenderloin,03,,0,-122.4102123,37.78750781,94102,425 Mason Street,Lobby,Public Display,Spring Valley Water Co. building,oil on canvas,oil,96 x 192 in.,Landscape,Commissioned by the Spring Valley Water Co.,"Dixon, Maynard",1923.3,2024-04-17T12:53:50.300,1923
row-igze.ueku_6f52,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.405881585 37.795218303),Chinatown,03,,0,-122.4058816,37.7952183,94108,Walter Lum Place & Washington Street,"Upper Level; park boarded by Kearney, Washington and Clay Streets and Walter Lum Place",Public Display,Portsmouth Square,"Bronze, gilding on granite","Bronze, gilding",148 x 58 x 36 in.,Robert Louis Stevenson (1850-1894) Memorial,Collection of the City and County of San Francisco; Gift of a committee of citizens aided by James D. Phelan in 1897 for Portsmouth Square,"Porter, Bruce",1897.2,2024-04-17T12:53:50.300,1894
row-2jkm-t86h~itxa,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404809689 37.794457951),Chinatown,03,,0,-122.4048097,37.79445795,94109,Clay Street & Kearny Street,Upper Level,Public Display,Chinatown Portsmouth Square,Bronze on granite,Bronze,138 x 37 1/2 x 37 1/2 in.,Goddess of Democracy,Collection of the City and County of San Francisco; Gift of the Goddess of Democracy Project,"Marsh, Thomas",1990.9,2024-04-17T12:53:50.300,1990
row-xw85_zdyx-kbeq,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.418830559 37.779328456),Tenderloin,05,,0,-122.4188306,37.77932846,94102,1 Dr Carlton B Goodlett Place,"First Floor, Van Ness, North Side Niche, Lobby",Public Display,City Hall,Bronze on granite base,Bronze,90  x 36  x 24 in.,Adolph Sutro,Collection of the City and County of San Francisco; Gift to the City of San Francisco for City Hall from the United Humanitarian Mission,"Hendrickson, Jonah",2014.1,2024-04-17T12:53:50.300,2013
row-kvxr~3hhe-dv8q,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.384469944 37.605746093),,,,0,-122.3844699,37.60574609,94128,55 S McDonnell Road,"Grand Hyatt, Level 2",SFO,Hotel,pigment print on paper,pigment print,61 x 74 in.,"Golden Gate Bridge, 4.17.00, 4:01 pm",,"Misrach, Richard",T2018.52,2024-04-17T12:53:50.300,2000
row-xym5_7ac9~ghxs,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.3820059 37.724842677),Bayview Hunters Point,10,African American Arts & Cultural District,1,-122.3820059,37.72484268,94124,1601 Griffith Street,,City Agency,Griffith Pump Station,"Steel, reinforced concrete, bronze and granite","Steel, reinforced concrete, bronze and granite",139  x 90  x 24 in.,Ndebele,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Griffith Pump Station,"Martin, Fran",1989.24,2024-04-17T12:53:50.300,1989
row-chc2~iuxs~6n9a,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.393307575 37.72594401),Bayview Hunters Point,10,African American Arts & Cultural District,1,-122.3933076,37.72594401,94124,5701 3rd Street,Natatorium,Public Display,Martin Luther King Jr. Pool,Glazed ceramic tiles,Glazed ceramic tiles,varies,Wade in Water,"Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Martin Luther King, Jr. Pool",Joesam.,2002.4.a-r,2024-04-17T12:53:50.300,2001
row-bh9c~ummq-e3y5,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.493483152 37.729601598),Sunset/Parkside,04,,0,-122.4934832,37.7296016,94116,Sunset Boulevard & Lake Merced Boulevard,Sunset And Lake Merced Blvd. Sunset Circle Parking Lot,Public Display,Lake Merced,Bronze on concrete pedestal,Bronze,216 x 144 x 66 in.,Juan Bautista de Anza,"Collection of the City and County of San Francisco; Gift to San Francisco from Luis Encina, the Governor of the State of Sonora, Mexico in 1967","Martinez, Julian",1967.79,2024-04-17T12:53:50.300,1967
row-kq93~e42m~ef68,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.440837207 37.73186574),West of Twin Peaks,07,,0,-122.4408372,37.73186574,94131,236 Monterey Boulevard,Garden Walkways,Public Display,Sunnyside Conservatory,Bronze on concrete,Bronze,3 1/4 x 3 1/2 x 3/4 in.,Sunnyside Menagerie [glyphies],Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Wowhaus,2009.7.10,2024-04-17T12:53:50.300,2009
row-g4em-kn7h.7yde,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Departures, Level 2",SFO,Terminal 1,"Painted aluminum, cast aluminum, fluorescent lights","Painted aluminum, cast aluminum, fluorescent lights",,Red Cadmium Giant,,"Handforth, Mark",T2018.1,2024-04-17T12:53:50.300,2019
row-8xhp_5e2a-44t6,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.41845345 37.778254176),Tenderloin,05,,0,-122.4184535,37.77825418,94102,101 Grove Street,Exterior Accessibility Ramp,City Agency,,Terrazzo paving with bronze,Terrazzo paving with bronze,30 in. diamater,One Step at a Time,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Department of Public Health,"Ludwig, Helen",1989.29,2024-04-17T12:53:50.300,1989
row-2bgt.svhw.xnbx,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.418830559 37.779328456),Tenderloin,05,,0,-122.4188306,37.77932846,94102,1 Dr. Carlton B. Goodlet Place,"2nd floor, Mayor's Rotunda",Public Display,City Hall,Bronze on marble,Bronze,85  x 22  x 22 in.,Willlie L. Brown,"Collection of the City and County of San Francisco; Gift of sculptor Richard MacDonald and friends of Willie Lewis Brown, Jr.","MacDonald, Robert",2003.6,2024-04-17T12:53:50.300,
row-2fui_9hcw.24kj,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.418830559 37.779328456),Tenderloin,05,,0,-122.4188306,37.77932846,94102,1 Dr. Carlton B. Goodlet Place,"1st Floor, Goodlett Lobby",Public Display,City Hall,Bronze on granite,Bronze,115  x 32  x 23 1/2 in.,James D. Phelan (1861-1930),Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for City Hall,"Patigian, Haig",1937.3,2024-04-17T12:53:50.300,
row-9y2g.iqjj-rp8q,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.427926932 37.776258611),Hayes Valley,05,,0,-122.4279269,37.77625861,94102,Buchanan Street & Hayes Street,"Park is boarded by Laguna, Buchanan, Hayes and Linden Streets",Public Display,Hayes Valley Playground,"Glass, ceramic tile, asphalt, acrylic concrete, terrazzo, fiberglass mesh, foam core on concrete","Glass, ceramic tile, asphalt, acrylic concrete, terrazzo, fiberglass mesh, foam core",36 x 40 x 40 in.,Lily Pod,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for Hayes Valley Playground,"True, Laurel",2011.4,2024-04-17T12:53:50.300,2011
row-4jvg-kbty-75n9,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.384469944 37.605746093),,,,0,-122.3844699,37.60574609,94128,55 S McDonnell Road,"Grand Hyatt Hotel, Level 4",SFO,Hotel,"collage, gouache, ink and watercolor on paper","collage, gouache, ink and watercolor",47 x 104,"Underground, ""Stuck in Between""",,"Liu, Crystal",T2020.7,2024-04-17T12:53:50.300,2016
row-j5ez.y57s_wtwb,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.429141202 37.76946107),Hayes Valley,08,,0,-122.4291412,37.76946107,94114,Duboce Avenue & Church Street,"Duboce Avenue Between Church And Fillmore St., North Side",Public Display,,Bronze,Bronze,38 1/2 x 20 x 23 in.,Domestic Seating (Leather Chair),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Church and Duboce Streetscape Improvement Project,"Suárez-Wolfe, Primitivo",2013.5.f,2024-04-17T12:53:50.300,2012
row-uhk4.9fgy-m6t6,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404930993 37.755587994),Mission,10,,0,-122.404931,37.75558799,94110,1001 Portrero Avenue,Mental Health Rehabilitation Facility Ground Floor Entrance Lobby,City Agency,San Francisco General Hospital,Mixed media relief,Mixed media relief,120  x 336 in.,Games of the World,Collection of the City and County of San Francisco; Commissioned for the San Francisco Mental Health Rehabilitation Facility by the San Francisco Arts Commission,"Shum, Hilda",1995.1,2024-04-17T12:53:50.300,1995
row-2bt2.6na3-yhzm,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404809689 37.794457951),Chinatown,03,,0,-122.4048097,37.79445795,94108,Clay Street & Kearny Street,Lower Level Playground,Public Display,Portsmouth Square,Cast concrete,Cast concrete,17 x 77 x 75 in.,Serpent,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission,"Fuller (McChesney), Mary",1985.14.3,2024-04-17T12:53:50.300,1984
row-6ip8~vvu8.xcgb,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.415872061 37.779349574),Tenderloin,05,,0,-122.4158721,37.77934957,94102,100 Larkin Street,1St Floor Across From Exhibit Gallery,Public Display,Main Library,"Rembrandt medium pastel, charcoal on paper mounted on canvas","Rembrandt medium pastel, charcoal",160  x 160 in. (4 panels of 40 x 40 in).,Authors of Latin American Roots,Collection of the City and County of San Francisco; Gift of the Mexican Government to the San Francisco Main Library,"Chagoya, Enrique",1998.8,2024-04-17T12:53:50.300,1998
row-wr4e.e4c4.ftdk,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.4488866 37.733073657),West of Twin Peaks,07,,0,-122.4488866,37.73307366,94127,Foerster Street & Mangels Avenue,Courtyard Ramp,Public Display,Sunnyside Playground,Painted stainless steel,Painted stainless steel,33 1/2 x 66 x 1/4 in.,Solar Sight,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Sunnyside Playground,"Kennedy, Deborah",2008.1.e,2024-04-17T12:53:50.300,2007
row-hf4f.zt8e-v66q,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.423212798 37.767103649),Mission,09,American Indian Cultural District,1,-122.4232128,37.76710365,94103,390 Valencia Street,Southeast Courtyard,Public Display,Valencia Gardens Apartments,"Granite on granite, steel and concrete",Granite,71  x 44  x 24 in.,Small Fish--Big Fish,Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,"Bufano, Beniamino",1942.9,2024-04-17T12:53:50.300,1930s
row-c9m7.nq28~qfm9,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.436256275 37.76048502),Castro/Upper Market,08,Castro LGBTQ Cultural District,1,-122.4362563,37.76048502,94114,100 Collingwood Street,Interior Lobby,Public Display,Eureka Valley Recreation Center,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,10 x 10 x 2 1/2 in.,From the Heart Outwards,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,"Saulls, Vicki",2006.5.r,2024-04-17T12:53:50.300,2005
row-w96q.wdau-4e5z,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.47591421 37.73837121),Sunset/Parkside,04,Sunset Chinese Cultural District,1,-122.4759142,37.73837121,94116,2695 19th Avenue,Natatorium,Public Display,Sava Pool,Photographic print on porcelain enamel on concrete,Photographic print on porcelain enamel,21 1/2 x 94 x 1 in.,"Swimmer's Waves [column C, row 7]",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Charlie Sava Pool,"Wagner, Catherine",2008.10.t,2024-04-17T12:53:50.300,2008
row-jd28_swnq~y23g,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Departures Gate 51A, BA/D, Level 2",SFO,Terminal 2,Varnished polymer on canvas on fiber mesh,Varnished polymer on canvas,"67"" H X 85"" W",Homage to Zane Grey,Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"De Forest, Roy",1979.32,2024-04-17T12:53:50.300,1978
row-v2jj_p4z6-x52p,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.431692591 37.803271681),Marina,02,,0,-122.4316926,37.80327168,94123,Laguna Street & Bay Street,West Playground,Public Display,Moscone Recreation Center,Bronze,Bronze,20  x 65  x 60 in.,Leatherback Sea Turtle,Collection of the City and County of San Francisco; Gift from the Friends of Moscone Park and Recreation Center,"Beery, Jonathan",2002.8,2024-04-17T12:53:50.300,2002
row-a5c3-zvhx_ax7n,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.40474548 37.756957139),Mission,10,,0,-122.4047455,37.75695714,94110,22nd Street & San Bruno Avenue,"Outdoors inbetween Building 1 & Building 20, by Ambulance Bay on 22nd Street Entrance; 22nd street between Portrero Avenue and San Bruno Ave",City Agency,San Francisco General Hospital,Corten steel,Corten steel,"120"" H X 300"" W X 96""D",Stiff Loops (Loop IV),Purchased by the San Francisco Art Commission for the San Francisco General Hospital,"Walburg, Gerald",1978.52,2024-04-17T12:53:50.300,1974
row-n22q~vx3a~seak,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404930993 37.755587994),Mission,10,,0,-122.404931,37.75558799,94110,1001 Portrero Avenue,Acute Care Unit Pedestrian Walkway Potrero Entrance,City Agency,San Francisco General Hospital,Bronze,Bronze,98 x 90 x 50 in.,Mother with Children with Hearts [Mother],Collection of the City and County of San Francisco,"Otterness, Tom",2016.12.a,2024-04-17T12:53:50.300,2015
row-a9ze_jb66_qzr8,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.409553853 37.798380513),Chinatown,03,,0,-122.4095539,37.79838051,94133,735 Vallejo Street,Building Facade,Public Display,North Beach Garage,Porcelain enamel on steel,Porcelain enamel,33 x 33 in.,Photos of People from the Neighborhood Enlarged and Attached to the Building,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the North Beach Parking Garage,Jon Rubin and Harrell Fletcher,2002.2.1.k,2024-04-17T12:53:50.300,2002
